taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
G,357,                  Agrobacterium,2283.0,3998.0,2875.0,2038.0,2443.0,2030.0,2794.0,2117.0,783.0,3311.0,2255.0,2687.0,8810.0,7438.0,6035.0,2374.0,2307.0,2864.0,1961.0,1535.0,1413.0,2369.0,1936.0,1304.0,1404.0,2073.0,1260.0,17267.0,17023.0,15539.0,2937.0,1600.0,2607.0,1740.0,1534.0,2282.0,1978.0,1935.0,2158.0,1770.0,2285.0,3185.0,6580.0
G,374,                Bradyrhizobium,30740.0,50304.0,35272.0,24327.0,25600.0,27155.0,43482.0,30314.0,19343.0,30676.0,33375.0,34618.0,82648.0,71699.0,73465.0,18209.0,10609.0,15628.0,16672.0,11368.0,8069.0,16085.0,12512.0,9026.0,21152.0,17218.0,16010.0,50900.0,47817.0,64486.0,28920.0,15295.0,22108.0,29905.0,26308.0,27727.0,33308.0,32525.0,34789.0,14944.0,25484.0,18450.0,36135.0
G,379,                  Rhizobium,1397.0,1661.0,1530.0,1077.0,862.0,874.0,1413.0,1423.0,1348.0,1305.0,1604.0,1451.0,4066.0,3470.0,3394.0,1077.0,1259.0,1056.0,1078.0,931.0,887.0,1072.0,878.0,1102.0,873.0,965.0,894.0,2557.0,2579.0,2125.0,1605.0,1228.0,1015.0,848.0,706.0,891.0,867.0,1168.0,1425.0,1132.0,1214.0,1692.0,1629.0
F,403,              Methylococcaceae,400.0,511.0,525.0,910.0,1139.0,1213.0,2165.0,1668.0,1093.0,1638.0,2029.0,1724.0,10516.0,9164.0,10180.0,354.0,389.0,359.0,909.0,727.0,780.0,1271.0,827.0,922.0,1017.0,1410.0,865.0,758.0,856.0,1011.0,1839.0,1199.0,2091.0,1936.0,2173.0,1665.0,2362.0,2119.0,2311.0,1036.0,964.0,1609.0,2576.0
G,404,                Methylobacillus,57.0,54.0,30.0,102.0,106.0,209.0,,97.0,112.0,146.0,124.0,85.0,,79.0,,,11.0,,142.0,156.0,198.0,64.0,183.0,74.0,69.0,43.0,183.0,,,,75.0,51.0,37.0,80.0,42.0,,99.0,100.0,,58.0,86.0,78.0,85.0
G,407,                Methylobacterium,264.0,239.0,257.0,210.0,210.0,206.0,310.0,189.0,231.0,268.0,263.0,297.0,702.0,739.0,569.0,140.0,148.0,153.0,155.0,180.0,216.0,241.0,176.0,127.0,208.0,234.0,197.0,241.0,227.0,255.0,304.0,203.0,308.0,251.0,159.0,199.0,256.0,252.0,261.0,230.0,171.0,248.0,294.0
G,413,                Methylococcus,150.0,163.0,153.0,184.0,177.0,338.0,799.0,458.0,293.0,453.0,710.0,497.0,1260.0,862.0,1428.0,110.0,68.0,99.0,252.0,109.0,95.0,364.0,121.0,79.0,171.0,263.0,131.0,112.0,97.0,150.0,253.0,70.0,275.0,287.0,303.0,229.0,432.0,224.0,250.0,245.0,142.0,114.0,380.0
G,416,                Methylomonas,50.0,89.0,88.0,144.0,174.0,179.0,394.0,270.0,181.0,221.0,280.0,281.0,2041.0,2040.0,2019.0,40.0,63.0,45.0,130.0,152.0,149.0,176.0,121.0,138.0,152.0,218.0,155.0,129.0,158.0,176.0,364.0,277.0,346.0,348.0,408.0,299.0,444.0,436.0,444.0,144.0,171.0,294.0,528.0
G,425,                Methylosinus,28.0,23.0,17.0,16.0,32.0,32.0,36.0,20.0,,49.0,31.0,33.0,69.0,63.0,109.0,16.0,11.0,17.0,35.0,21.0,39.0,22.0,18.0,28.0,34.0,37.0,27.0,21.0,27.0,15.0,24.0,14.0,18.0,23.0,29.0,11.0,16.0,24.0,26.0,6.0,13.0,28.0,18.0
G,429,                Methylobacter,77.0,82.0,125.0,257.0,489.0,400.0,465.0,466.0,364.0,494.0,518.0,499.0,3998.0,3456.0,3513.0,99.0,116.0,95.0,298.0,259.0,351.0,380.0,226.0,317.0,324.0,476.0,326.0,185.0,269.0,263.0,567.0,399.0,760.0,638.0,693.0,561.0,805.0,657.0,763.0,239.0,379.0,566.0,750.0
F,433,              Acetobacteraceae,352.0,382.0,440.0,244.0,398.0,303.0,391.0,487.0,304.0,405.0,402.0,305.0,784.0,785.0,692.0,306.0,349.0,320.0,432.0,301.0,311.0,384.0,337.0,336.0,371.0,345.0,380.0,283.0,339.0,332.0,367.0,319.0,330.0,390.0,337.0,307.0,277.0,402.0,338.0,359.0,365.0,374.0,553.0
G,434,                Acetobacter,45.0,37.0,53.0,13.0,67.0,59.0,7.0,89.0,62.0,48.0,30.0,20.0,,,,34.0,55.0,47.0,22.0,60.0,25.0,86.0,33.0,16.0,77.0,53.0,13.0,50.0,49.0,44.0,56.0,25.0,46.0,85.0,16.0,18.0,25.0,54.0,52.0,60.0,15.0,77.0,29.0
G,441,                Gluconobacter,131.0,103.0,108.0,,47.0,14.0,70.0,46.0,38.0,58.0,43.0,56.0,121.0,40.0,43.0,113.0,136.0,82.0,68.0,66.0,44.0,53.0,78.0,80.0,90.0,56.0,35.0,44.0,38.0,33.0,42.0,59.0,50.0,48.0,49.0,41.0,34.0,26.0,34.0,94.0,60.0,76.0,95.0
F,444,              Legionellaceae,8.0,19.0,14.0,7.0,19.0,5.0,36.0,10.0,6.0,32.0,8.0,16.0,71.0,210.0,27.0,4.0,3.0,9.0,10.0,30.0,7.0,21.0,14.0,11.0,,12.0,8.0,6.0,6.0,15.0,35.0,9.0,18.0,8.0,14.0,12.0,10.0,12.0,8.0,6.0,7.0,52.0,13.0
G,445,                Legionella,8.0,19.0,14.0,7.0,19.0,5.0,36.0,10.0,6.0,32.0,8.0,16.0,71.0,210.0,27.0,4.0,3.0,9.0,10.0,30.0,7.0,21.0,14.0,11.0,,12.0,8.0,6.0,6.0,15.0,35.0,9.0,18.0,8.0,14.0,12.0,10.0,12.0,8.0,6.0,7.0,52.0,13.0
F,468,              Moraxellaceae,455993.0,494436.0,633577.0,4953.0,3074.0,1736.0,6783.0,8467.0,7470.0,1778.0,1570.0,2410.0,20110.0,14423.0,16792.0,1068272.0,1098510.0,1143363.0,6874.0,1020.0,1163.0,14526.0,12525.0,11114.0,1129.0,1545.0,919.0,2222652.0,2448957.0,2215278.0,11499.0,2668.0,2054.0,21608.0,21774.0,16230.0,9838.0,6350.0,1992.0,4479.0,2728.0,10463.0,6077.0
G,469,                Acinetobacter,455736.0,494219.0,633092.0,4938.0,2995.0,1690.0,4457.0,5211.0,4082.0,1733.0,999.0,2218.0,19838.0,14256.0,16440.0,1067544.0,1097756.0,1141778.0,6743.0,834.0,1052.0,8220.0,7294.0,5525.0,1119.0,1518.0,870.0,2218903.0,2445245.0,2210413.0,11016.0,2265.0,1785.0,12510.0,11388.0,8567.0,9548.0,5705.0,1883.0,4049.0,2422.0,9393.0,5445.0
G,475,                Moraxella,,,3.0,,9.0,,,,,,,7.0,,,,,2.0,6.0,6.0,,,21.0,3.0,76.0,,,13.0,7.0,8.0,6.0,,10.0,,21.0,8.0,80.0,,,,8.0,,6.0,2.0
F,481,              Neisseriaceae,135.0,176.0,128.0,318.0,297.0,349.0,642.0,565.0,397.0,398.0,379.0,441.0,535.0,277.0,708.0,33.0,33.0,68.0,383.0,246.0,219.0,320.0,190.0,169.0,187.0,459.0,231.0,190.0,168.0,251.0,412.0,316.0,327.0,309.0,408.0,294.0,398.0,449.0,557.0,242.0,351.0,272.0,414.0
G,482,                Neisseria,18.0,23.0,22.0,33.0,19.0,17.0,44.0,37.0,48.0,20.0,21.0,38.0,38.0,38.0,305.0,27.0,6.0,11.0,19.0,36.0,7.0,9.0,44.0,,13.0,55.0,65.0,32.0,26.0,28.0,47.0,17.0,13.0,46.0,48.0,10.0,41.0,30.0,16.0,15.0,44.0,26.0,30.0
G,497,                Psychrobacter,69.0,52.0,99.0,15.0,19.0,21.0,9.0,32.0,39.0,7.0,2.0,27.0,220.0,138.0,218.0,143.0,167.0,369.0,76.0,33.0,70.0,80.0,120.0,56.0,10.0,26.0,35.0,521.0,520.0,531.0,231.0,91.0,90.0,129.0,311.0,214.0,128.0,66.0,109.0,57.0,116.0,108.0,101.0
G,499,                Thermomicrobium,,,,,,,,2.0,,,,,3.0,,2.0,,,,,,,2.0,,,2.0,2.0,,,2.0,3.0,,,,,,,,,,,,,
F,506,              Alcaligenaceae,3801.0,6236.0,6414.0,16739.0,18304.0,18177.0,47436.0,30375.0,21538.0,35987.0,37456.0,38408.0,64475.0,55059.0,56326.0,1943.0,1789.0,2710.0,14790.0,9870.0,9229.0,18541.0,12732.0,13705.0,17204.0,18033.0,14637.0,3087.0,3573.0,5953.0,28826.0,17003.0,26006.0,26628.0,28803.0,22541.0,27982.0,29922.0,31432.0,11963.0,15029.0,18818.0,32042.0
G,507,                Alcaligenes,62.0,73.0,37.0,149.0,253.0,115.0,182.0,122.0,121.0,167.0,25.0,19.0,832.0,153.0,89.0,76.0,124.0,110.0,245.0,35.0,8.0,292.0,243.0,188.0,34.0,108.0,117.0,251.0,224.0,299.0,16.0,77.0,308.0,107.0,131.0,164.0,80.0,82.0,187.0,113.0,49.0,121.0,43.0
G,517,                Bordetella,2720.0,4553.0,5212.0,14168.0,15166.0,15815.0,42133.0,26398.0,19292.0,30374.0,34325.0,34374.0,53901.0,46732.0,50199.0,1255.0,1008.0,1846.0,13070.0,8708.0,8035.0,16011.0,11321.0,11906.0,15452.0,15602.0,13156.0,1849.0,2383.0,4085.0,25536.0,14570.0,22279.0,24026.0,25734.0,19294.0,24727.0,25838.0,27436.0,10873.0,12476.0,16325.0,27268.0
G,522,                Acidiphilium,4.0,17.0,20.0,7.0,16.0,9.0,,3.0,8.0,5.0,22.0,11.0,5.0,40.0,4.0,9.0,11.0,7.0,5.0,,3.0,11.0,9.0,,2.0,2.0,4.0,5.0,5.0,2.0,7.0,8.0,3.0,4.0,2.0,,2.0,18.0,7.0,6.0,11.0,5.0,4.0
G,528,                  Ochrobactrum,,11.0,,,,,,,,,,,52.0,100.0,103.0,9.0,,,,,16.0,,,,,,,7.0,25.0,8.0,,,,,,,,,,,,,12.0
G,532,                Beijerinckia,,,,,,,,,,18.0,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,7.0,,5.0,,,6.0,,9.0,,6.0,,,
G,535,                Chromobacterium,45.0,138.0,85.0,100.0,101.0,139.0,211.0,116.0,112.0,106.0,127.0,136.0,345.0,150.0,92.0,30.0,33.0,48.0,53.0,50.0,53.0,78.0,138.0,78.0,73.0,72.0,49.0,70.0,104.0,147.0,223.0,67.0,155.0,157.0,109.0,84.0,120.0,122.0,112.0,62.0,73.0,94.0,155.0
G,538,                Eikenella,,,,,,18.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,22.0
G,541,                Zymomonas,16.0,5.0,108.0,16.0,,229.0,22.0,137.0,13.0,,,200.0,,,,140.0,74.0,28.0,,185.0,28.0,32.0,33.0,122.0,27.0,57.0,15.0,62.0,,81.0,32.0,7.0,9.0,,11.0,9.0,,10.0,,6.0,17.0,89.0,116.0
F,543,              Enterobacteriaceae,9355.0,6775.0,8360.0,12592.0,13991.0,26896.0,27651.0,33658.0,18236.0,31024.0,31485.0,48437.0,100524.0,89784.0,87167.0,9651.0,7401.0,5563.0,19124.0,9952.0,26050.0,21018.0,35469.0,26381.0,25259.0,25758.0,19507.0,6240.0,8838.0,13820.0,31895.0,20909.0,17569.0,27109.0,35354.0,27241.0,20495.0,56572.0,34119.0,23520.0,24817.0,15598.0,23869.0
G,544,                Citrobacter,466.0,1996.0,1953.0,,604.0,5458.0,1643.0,,,4121.0,9462.0,,8325.0,45554.0,9888.0,3404.0,2279.0,1817.0,,373.0,,,819.0,,,478.0,,3054.0,4446.0,4393.0,2158.0,4.0,49.0,2446.0,141.0,3.0,,,,3311.0,,42.0,352.0
G,547,                Enterobacter,1259.0,1178.0,1874.0,1804.0,3909.0,6561.0,6554.0,9746.0,3831.0,7201.0,6101.0,7037.0,21042.0,10521.0,17105.0,670.0,629.0,493.0,4101.0,1541.0,2966.0,2226.0,4526.0,5042.0,5622.0,4732.0,5020.0,401.0,674.0,1133.0,7226.0,2933.0,2014.0,2045.0,3246.0,4797.0,3181.0,2871.0,4174.0,1966.0,1686.0,1371.0,2350.0
G,551,                Erwinia,9.0,3.0,,19.0,,,20.0,3.0,10.0,,,,46.0,20.0,,3.0,,5.0,15.0,,,3.0,7.0,5.0,,,,,,3.0,14.0,10.0,17.0,5.0,12.0,38.0,,,,7.0,18.0,12.0,
G,561,                Escherichia,2243.0,2593.0,1789.0,6556.0,4025.0,6043.0,8521.0,6569.0,2321.0,5323.0,5920.0,7276.0,32391.0,5268.0,18363.0,1801.0,2511.0,1560.0,4005.0,2766.0,1260.0,4559.0,1653.0,6480.0,1833.0,4725.0,1094.0,1541.0,1993.0,5655.0,4632.0,2398.0,2752.0,3400.0,2175.0,2162.0,6448.0,3183.0,8390.0,1477.0,1668.0,4751.0,2204.0
G,570,                  Klebsiella,1417.0,898.0,1597.0,737.0,2277.0,3932.0,6508.0,13303.0,11338.0,14365.0,10000.0,22812.0,38600.0,20238.0,25088.0,3510.0,1975.0,1566.0,10211.0,5261.0,8313.0,12869.0,16745.0,12522.0,15488.0,13029.0,13275.0,1161.0,1446.0,1549.0,13612.0,13060.0,12752.0,15541.0,16029.0,19685.0,8428.0,11401.0,17149.0,14501.0,10810.0,9399.0,16706.0
G,579,                Kluyvera,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,581,                Morganella,,31.0,71.0,,,152.0,113.0,100.0,,,,,159.0,,,,,,52.0,,64.0,,,,,61.0,,11.0,,14.0,,,56.0,,,89.0,,,147.0,,,,61.0
G,583,                Proteus,,,,,,,,,,,,,,,,14.0,30.0,,,,,12.0,,,,,,21.0,62.0,,,,,,,,,,,,,,
G,586,                Providencia,,,,,,,,,24.0,,,550.0,,95.0,1323.0,195.0,159.0,215.0,,,,,,,,,,238.0,103.0,357.0,607.0,2.0,2.0,18.0,,286.0,1308.0,,,3.0,,2.0,
G,590,                Salmonella,3400.0,,,,2284.0,1439.0,3268.0,,,,,5453.0,,,,,,,480.0,,13509.0,,9453.0,,,,,2.0,,423.0,,,,,11516.0,,,36354.0,3288.0,,10651.0,,
G,613,                Serratia,1340.0,1109.0,2168.0,1837.0,211.0,192.0,318.0,9.0,995.0,2.0,25.0,3133.0,350.0,403.0,1758.0,1289.0,1622.0,1409.0,2531.0,872.0,4051.0,5014.0,4098.0,2400.0,766.0,1412.0,3460.0,766.0,1054.0,1022.0,3502.0,4435.0,6631.0,7077.0,4719.0,7158.0,5060.0,3167.0,2611.0,769.0,2044.0,5791.0,1669.0
G,620,                Shigella,508.0,,932.0,2769.0,829.0,3131.0,,4039.0,,,,5008.0,,6190.0,16380.0,243.0,,,,,,1336.0,1536.0,1999.0,2157.0,2754.0,,,141.0,286.0,4203.0,2286.0,,3671.0,1998.0,592.0,1632.0,2696.0,1075.0,1749.0,,,2172.0
G,626,                Xenorhabdus,,,,,,,,,,11.0,,,,,,,,,,,,7.0,,,,,,,4.0,,,,,,12.0,,,,,,,,
G,629,                Yersinia,,,,186.0,,9.0,,,,736.0,,16.0,1560.0,572.0,75.0,,4.0,,,3.0,5.0,14.0,11.0,26.0,18.0,32.0,,8.0,6.0,43.0,17.0,,,297.0,,,,627.0,33.0,11.0,,130.0,
G,635,                Edwardsiella,,,,,2.0,,,,,,,,1133.0,550.0,1366.0,,,5.0,47.0,,,16.0,,,54.0,,,,,4.0,,,,,,,232.0,,,,,,
G,637,                Arsenophonus,,,,,,,,,14.0,,,,28.0,12.0,30.0,,,,,,,,,,,,,2.0,,4.0,,,6.0,,,,,5.0,6.0,,,,
F,641,              Vibrionaceae,102.0,86.0,105.0,169.0,224.0,158.0,384.0,8649.0,197.0,401.0,297.0,353.0,558.0,375.0,4796.0,41.0,43.0,49.0,150.0,241.0,241.0,287.0,231.0,527.0,186.0,456.0,272.0,83.0,106.0,110.0,245.0,245.0,164.0,179.0,350.0,242.0,211.0,236.0,183.0,152.0,193.0,228.0,202.0
G,642,                Aeromonas,1171.0,2585.0,1023.0,4591.0,1858.0,4353.0,9983.0,4708.0,651.0,7762.0,2747.0,1007.0,5025.0,5173.0,10717.0,1161.0,559.0,1116.0,751.0,2038.0,1333.0,635.0,1650.0,7135.0,527.0,1741.0,546.0,4854.0,6535.0,5443.0,7691.0,4563.0,1267.0,1386.0,4003.0,3182.0,4985.0,1075.0,3960.0,1904.0,752.0,1272.0,2440.0
G,657,                Photobacterium,,,,,21.0,15.0,17.0,32.0,31.0,52.0,,,7.0,,59.0,2.0,,,,,5.0,,,12.0,,17.0,,2.0,10.0,9.0,,,,2.0,,,,,,11.0,6.0,5.0,6.0
G,662,                Vibrio,102.0,86.0,99.0,169.0,203.0,143.0,367.0,8617.0,155.0,348.0,297.0,353.0,550.0,375.0,4736.0,39.0,43.0,49.0,150.0,239.0,236.0,287.0,225.0,493.0,186.0,439.0,272.0,79.0,96.0,100.0,243.0,245.0,164.0,177.0,350.0,240.0,211.0,236.0,183.0,140.0,187.0,222.0,196.0
G,702,                Plesiomonas,,,,,41.0,,59.0,,,,,68.0,,,91.0,,,,,,,,,,,,,,4.0,,,,,,,,56.0,34.0,,26.0,,,32.0
F,712,              Pasteurellaceae,,20.0,,43.0,,,,,,2.0,,,11.0,,83.0,29.0,,,63.0,,,11.0,,,,,92.0,,15.0,,,16.0,21.0,18.0,,,,,,,,,
G,713,                Actinobacillus,,20.0,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,724,                Haemophilus,,,,,,,,,,2.0,,,,,,29.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,
O,766,            Rickettsiales,40.0,9.0,23.0,,17.0,13.0,12.0,11.0,9.0,12.0,21.0,23.0,242.0,116.0,369.0,21.0,33.0,7.0,9.0,20.0,11.0,4.0,17.0,4.0,7.0,11.0,15.0,17.0,16.0,2.0,18.0,15.0,17.0,17.0,20.0,22.0,10.0,19.0,6.0,16.0,14.0,22.0,10.0
F,772,              Bartonellaceae,,,5.0,,10.0,2.0,3.0,1192.0,,2.0,,,,2.0,,2.0,2.0,6.0,,3.0,,2.0,,,,,,2.0,3.0,3.0,,2.0,3.0,,,,,,3.0,,,,
G,773,                Bartonella,,,5.0,,10.0,2.0,3.0,1192.0,,2.0,,,,2.0,,2.0,2.0,6.0,,3.0,,2.0,,,,,,2.0,3.0,3.0,,2.0,3.0,,,,,,3.0,,,,
F,775,              Rickettsiaceae,40.0,9.0,21.0,,12.0,11.0,10.0,7.0,9.0,9.0,16.0,23.0,88.0,104.0,67.0,15.0,9.0,7.0,6.0,20.0,11.0,4.0,5.0,4.0,7.0,9.0,15.0,15.0,12.0,2.0,10.0,9.0,11.0,17.0,17.0,20.0,10.0,14.0,6.0,14.0,11.0,18.0,10.0
G,776,                Coxiella,,,,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,,,,4.0,,3.0,,,,,,,,,,
G,780,                  Rickettsia,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,
F,809,                Chlamydiaceae,,,,,,,2.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,
G,810,                    Chlamydia,,,,,,,2.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,
F,815,                  Bacteroidaceae,1236.0,983.0,755.0,2878.0,3180.0,3978.0,4468.0,666.0,773.0,1190.0,27.0,665.0,1499.0,268.0,208.0,56.0,191.0,102.0,355.0,629.0,821.0,1220.0,14.0,555.0,791.0,1342.0,344.0,26.0,3.0,29.0,108.0,95.0,182.0,203.0,565.0,254.0,557.0,270.0,658.0,855.0,729.0,705.0,116.0
G,816,                    Bacteroides,1131.0,889.0,656.0,2452.0,3180.0,3976.0,3900.0,666.0,407.0,662.0,27.0,371.0,993.0,268.0,208.0,56.0,119.0,102.0,125.0,180.0,821.0,921.0,14.0,555.0,791.0,700.0,344.0,19.0,3.0,29.0,108.0,12.0,182.0,203.0,565.0,254.0,557.0,270.0,658.0,636.0,729.0,640.0,62.0
G,836,                    Porphyromonas,34.0,,21.0,,81.0,75.0,22.0,21.0,26.0,98.0,,31.0,5.0,9.0,89.0,21.0,,,25.0,23.0,,,,,140.0,82.0,18.0,,,8.0,8.0,,8.0,,10.0,,28.0,,12.0,,,,5.0
G,838,                    Prevotella,47.0,19.0,,208.0,,41.0,10.0,4.0,136.0,2.0,5.0,8.0,20.0,41.0,20.0,,13.0,,,,86.0,12.0,10.0,6.0,10.0,70.0,120.0,2.0,,,18.0,19.0,32.0,12.0,89.0,45.0,36.0,101.0,2.0,,8.0,2.0,15.0
G,841,                Roseburia,,64.0,44.0,,26.0,43.0,,33.0,95.0,,,53.0,,91.0,177.0,,21.0,,,26.0,18.0,,,25.0,19.0,54.0,,,,,,,99.0,25.0,,,,,78.0,,,75.0,
G,846,                Oxalobacter,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,14.0
G,848,                Fusobacterium,,,,,,,,,2.0,,,,7.0,,,,2.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,7.0
F,868,              Cardiobacteriaceae,3.0,,5.0,,,10.0,7.0,,5.0,4.0,18.0,11.0,25.0,271.0,196.0,,,,23.0,3.0,8.0,6.0,,,14.0,6.0,,3.0,,7.0,6.0,6.0,9.0,75.0,,,8.0,5.0,114.0,13.0,,,
G,869,                Dichelobacter,,,,,,,,,,,,,,271.0,185.0,,,,,,,,,,,,,,,,,,,70.0,,,,,109.0,,,,
G,872,                Desulfovibrio,47.0,86.0,112.0,188.0,159.0,198.0,1117.0,431.0,40.0,62.0,208.0,413.0,1049.0,567.0,997.0,87.0,64.0,6.0,12.0,,98.0,,151.0,2.0,106.0,195.0,19.0,125.0,93.0,275.0,317.0,172.0,169.0,5.0,292.0,213.0,206.0,134.0,239.0,182.0,11.0,198.0,435.0
G,890,                Desulfuromonas,17.0,55.0,39.0,101.0,53.0,158.0,154.0,141.0,67.0,94.0,97.0,133.0,442.0,310.0,330.0,11.0,11.0,20.0,94.0,77.0,90.0,88.0,74.0,31.0,73.0,127.0,98.0,24.0,53.0,50.0,76.0,86.0,93.0,153.0,97.0,83.0,120.0,171.0,132.0,76.0,92.0,64.0,163.0
G,893,                Desulfobulbus,,5.0,9.0,83.0,168.0,27.0,107.0,137.0,48.0,138.0,56.0,123.0,248.0,492.0,792.0,,,,70.0,65.0,,12.0,7.0,,11.0,7.0,,29.0,7.0,33.0,47.0,57.0,,129.0,195.0,7.0,24.0,230.0,184.0,,111.0,90.0,61.0
G,896,                Desulfococcus,25.0,30.0,12.0,69.0,159.0,186.0,124.0,133.0,83.0,168.0,210.0,121.0,852.0,1108.0,790.0,11.0,9.0,12.0,41.0,52.0,63.0,33.0,,40.0,87.0,63.0,33.0,64.0,58.0,70.0,98.0,97.0,146.0,78.0,234.0,233.0,269.0,193.0,198.0,78.0,111.0,81.0,102.0
G,898,                Desulfomicrobium,26.0,37.0,30.0,37.0,60.0,51.0,54.0,52.0,33.0,37.0,40.0,44.0,152.0,104.0,130.0,16.0,21.0,28.0,33.0,33.0,32.0,44.0,24.0,28.0,42.0,41.0,34.0,26.0,50.0,44.0,50.0,31.0,30.0,50.0,34.0,34.0,68.0,47.0,51.0,27.0,48.0,39.0,51.0
G,906,                Megasphaera,,,,,2.0,,,,,,,,,59.0,,,,,,,,,,,,5.0,,,,,14.0,,,,,,,,,,,,
G,911,                Nitrobacter,326.0,387.0,419.0,337.0,278.0,346.0,432.0,425.0,204.0,402.0,327.0,464.0,1028.0,645.0,770.0,155.0,106.0,160.0,264.0,205.0,165.0,240.0,243.0,174.0,156.0,252.0,247.0,196.0,242.0,279.0,295.0,153.0,193.0,262.0,241.0,244.0,260.0,286.0,278.0,261.0,282.0,222.0,333.0
G,914,                Nitrosomonas,802.0,1398.0,756.0,742.0,944.0,1420.0,1699.0,1034.0,682.0,1410.0,1306.0,1088.0,5315.0,4758.0,4632.0,418.0,529.0,306.0,427.0,491.0,245.0,491.0,616.0,662.0,453.0,761.0,449.0,693.0,1079.0,927.0,1050.0,387.0,610.0,830.0,939.0,847.0,1166.0,1293.0,1576.0,466.0,352.0,800.0,1325.0
G,919,                Thiobacillus,1501.0,2816.0,2058.0,3474.0,3884.0,3843.0,6202.0,4877.0,3030.0,4519.0,5792.0,5037.0,17659.0,16851.0,15778.0,795.0,428.0,804.0,2370.0,1503.0,1093.0,1989.0,1458.0,970.0,2436.0,2583.0,2493.0,2409.0,2706.0,3027.0,4338.0,2740.0,3218.0,3731.0,4152.0,4008.0,5146.0,5129.0,5787.0,1661.0,3303.0,2320.0,5318.0
G,933,                Thiomicrospira,4.0,,,,,,3.0,8.0,,9.0,,,,,,4.0,4.0,,,,,,,4.0,,,6.0,4.0,,,,,,9.0,,,9.0,,,4.0,,7.0,
F,942,              Anaplasmataceae,,,,,2.0,2.0,2.0,,,,5.0,,143.0,,296.0,3.0,,,,,,,8.0,,,2.0,,2.0,,,8.0,,,,,,,,,,,3.0,
F1,952,                Wolbachieae,,,,,2.0,2.0,2.0,,,,5.0,,143.0,,296.0,3.0,,,,,,,8.0,,,2.0,,2.0,,,8.0,,,,,,,,,,,3.0,
