taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,172,                  Leptospira biflexa,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,
S,173,                  Leptospira interrogans,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
G,187,                Aquaspirillum,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,0.0
G,191,                Azospirillum,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
S,192,                  Azospirillum brasilense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
S,193,                  Azospirillum lipoferum,,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,
G,194,                Campylobacter,0.0,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,
S,195,                  Campylobacter coli,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,196,                  Campylobacter fetus,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,203,                  Campylobacter rectus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,204,                  Campylobacter showae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
G,209,                Helicobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0
S,210,                  Helicobacter pylori,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,
G,222,                Achromobacter,0.01,0.02,0.01,0.03,0.04,0.03,0.05,0.04,0.02,0.08,0.04,0.06,0.13,0.13,0.08,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.04,0.03,0.03,0.04,0.04,0.01,0.02,0.02,0.05
G,226,                  Alteromonas,,0.0,,0.0,0.01,,,0.0,,0.01,,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0
G,234,                  Brucella,0.03,0.04,0.03,0.02,0.01,0.02,0.03,0.03,0.04,0.08,0.05,0.05,0.05,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.03
G,237,                    Flavobacterium,0.76,0.93,1.2,1.03,0.66,0.66,0.37,0.28,0.65,0.21,0.21,0.21,2.84,2.65,2.47,0.83,0.84,1.1,1.36,0.96,1.21,0.37,0.25,0.54,0.14,0.16,0.43,10.04,11.47,10.44,6.38,4.94,3.3,2.23,1.97,1.47,1.06,1.06,0.96,0.42,0.44,3.97,3.33
S,238,                      Elizabethkingia meningoseptica,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,
S,239,                        Flavobacterium sp.,0.0,0.0,0.01,0.08,0.03,0.02,0.0,0.01,0.04,0.01,0.01,0.01,0.04,0.06,0.06,0.0,0.0,0.0,0.05,0.01,0.04,0.01,0.01,0.02,0.0,0.01,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.02,0.02
S,246,                        Chryseobacterium balustinum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,247,                      Empedobacter brevis,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,0.0,0.0,
S,250,                        Chryseobacterium gleum,0.0,0.0,0.0,,,,,,0.01,,,,,,,0.0,0.0,0.0,,,,0.01,,0.01,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0
S,253,                        Chryseobacterium indologenes,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0
S,254,                        Chryseobacterium indoltheticum,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0
S,256,                      Myroides odoratus,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,
S,258,                      Sphingobacterium spiritivorum,0.01,0.01,0.01,,,,0.0,,0.01,,,0.01,,,,0.0,0.0,0.0,,0.01,0.01,,,,0.01,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
S,259,                      Sphingobacterium thalpophilum,0.0,0.0,0.0,,0.01,0.01,,,0.01,0.01,,,,,,0.0,0.0,0.0,0.0,0.01,0.01,,0.01,0.01,,0.01,,0.0,0.0,,,,0.0,,,,,,0.01,0.01,0.01,0.0,
G,262,                Francisella,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
G,265,                Paracoccus,0.78,0.77,0.76,0.59,0.65,0.71,0.56,0.56,0.61,0.82,0.75,0.77,0.81,0.74,0.8,0.49,0.61,0.57,0.51,0.62,0.49,0.56,0.59,0.5,0.65,0.56,0.61,0.38,0.37,0.41,0.4,0.43,0.41,0.45,0.45,0.47,0.43,0.44,0.41,0.8,0.74,0.58,0.55
S,266,                  Paracoccus denitrificans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,270,                Thermus,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,
S,274,                  Thermus thermophilus,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,
S,277,                  Meiothermus ruber,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0
G,279,                Xanthobacter,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,280,                  Xanthobacter autotrophicus,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,
G,283,                Comamonas,0.67,0.82,0.69,1.21,1.17,1.27,1.6,1.43,1.1,1.69,1.22,1.38,2.5,3.82,3.01,0.46,0.43,0.47,1.18,1.03,1.25,1.4,1.05,1.05,1.16,1.46,1.13,0.39,0.3,0.31,1.04,1.13,1.06,1.32,1.54,1.43,1.37,1.37,1.54,0.88,1.21,1.11,1.15
S,285,                  Comamonas testosteroni,0.04,0.06,0.05,0.08,0.11,0.13,0.09,0.06,0.07,0.05,0.07,0.08,0.12,0.91,0.17,0.04,0.03,0.03,0.09,0.08,0.1,0.06,0.07,0.07,0.08,0.08,0.05,0.13,0.05,0.06,0.11,0.08,0.09,0.1,0.07,0.07,0.1,0.16,0.08,0.07,0.08,0.06,0.06
G,286,                Pseudomonas,0.51,0.81,0.64,0.35,1.05,0.5,0.8,1.37,0.6,0.81,0.99,1.95,2.42,6.02,2.51,0.27,0.24,0.27,0.27,0.3,0.41,0.61,0.6,0.77,0.33,0.4,0.38,1.13,1.07,1.57,0.45,0.29,0.43,0.76,0.77,0.4,0.91,0.47,1.09,0.3,0.36,0.49,1.07
S,287,                    Pseudomonas aeruginosa,0.19,0.24,0.24,0.22,0.28,0.29,0.5,0.62,0.42,0.36,0.45,0.43,0.76,0.73,0.84,0.12,0.09,0.13,0.18,0.23,0.2,0.34,0.46,0.36,0.25,0.27,0.26,0.12,0.1,0.15,0.26,0.21,0.26,0.28,0.28,0.28,0.34,0.3,0.31,0.23,0.23,0.19,0.3
S,290,                  [Pseudomonas] carboxydohydrogena,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
S,292,                    Burkholderia cepacia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
S,293,                  Brevundimonas diminuta,0.1,0.09,0.13,0.02,0.02,0.03,0.1,0.12,0.14,0.02,0.07,0.14,0.01,0.02,0.02,0.16,0.18,0.27,0.06,0.14,0.13,0.28,0.26,0.3,0.17,0.23,0.36,0.16,0.18,0.17,0.25,0.26,0.29,0.23,0.21,0.3,0.27,0.26,0.22,0.21,0.13,0.22,0.19
S,294,                    Pseudomonas fluorescens,0.02,0.04,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.05,0.01,0.04,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
S,296,                    Pseudomonas fragi,0.0,0.0,,,,,,,0.0,,,,0.01,0.01,0.01,0.0,0.0,0.0,,,,,,0.0,,,,0.01,0.01,0.01,0.0,,0.0,,0.0,,0.0,,,,,,0.0
S,297,                  Hydrogenophilus thermoluteolus,,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,
S,298,                    Pseudomonas marginalis,,,,,,,,0.0,,,,,0.01,,0.01,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,,,,
S,300,                  Ectopseudomonas mendocina,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,
S,301,                  Ectopseudomonas oleovorans,0.0,0.0,0.0,,,0.01,,0.02,,,,,0.05,0.03,0.08,0.0,0.0,0.0,0.01,,,0.02,0.0,0.01,,0.01,0.01,0.0,0.0,0.01,0.0,0.0,,,,,,,0.01,,,0.01,0.01
S,303,                    Pseudomonas putida,0.01,0.02,0.02,0.02,0.01,0.04,0.04,0.04,0.03,0.04,0.09,0.06,0.26,0.29,0.39,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.03,,0.01,0.04,0.04,0.02,0.04,0.05,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.01,0.01
S,305,                    Ralstonia solanacearum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,306,                    Pseudomonas sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,316,                      Stutzerimonas stutzeri,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
S,317,                      Pseudomonas syringae,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
S,329,                  Ralstonia pickettii,0.0,0.01,0.01,0.01,0.02,0.02,0.04,0.03,0.01,0.02,0.04,0.04,0.02,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.0,0.02
S,337,                  Burkholderia glumae,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
G,338,                Xanthomonas,0.1,0.13,0.11,0.08,0.12,0.08,0.14,0.12,0.1,0.12,0.15,0.07,0.22,0.19,0.25,0.13,0.14,0.12,0.08,0.1,0.08,0.08,0.08,0.07,0.05,0.08,0.05,0.25,0.22,0.2,0.17,0.14,0.12,0.12,0.11,0.11,0.08,0.08,0.12,0.06,0.07,0.14,0.11
S,339,                  Xanthomonas campestris,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.05,0.02,0.02,0.06,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.02,0.02,0.02,0.03,0.01,0.03,0.01,0.05,0.05,0.05,0.07,0.05,0.06,0.05,0.04,0.05,0.02,0.02,0.03,0.03,0.03,0.05,0.03
S,343,                    Xanthomonas translucens,0.0,0.0,0.0,,,,0.01,,,,,,,,0.02,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,
S,346,                    Xanthomonas citri,,0.0,0.01,,0.04,,0.0,0.0,0.0,,0.06,,0.06,0.04,0.06,0.0,0.0,0.01,,0.02,,0.01,,0.0,0.0,,,0.01,0.01,0.0,0.02,0.01,0.0,0.01,0.0,,0.01,0.0,0.03,,,0.01,0.01
S,347,                  Xanthomonas oryzae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,351,                Azotobacter group,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,352,                  Azotobacter,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,353,                    Azotobacter chroococcum,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,354,                    Azotobacter vinelandii,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,
O,356,            Hyphomicrobiales,8.11,8.37,8.29,11.22,10.42,10.43,8.86,8.5,7.62,6.49,7.07,6.6,5.34,5.93,5.5,6.37,6.1,6.23,10.03,9.78,9.74,9.0,9.0,8.88,8.92,8.88,8.37,3.35,3.29,3.99,8.89,8.93,9.19,9.69,10.04,10.02,10.91,10.95,10.65,8.77,9.32,8.92,10.14
G,357,                  Agrobacterium,0.03,0.05,0.05,0.03,0.04,0.04,0.04,0.03,0.01,0.07,0.03,0.05,0.2,0.13,0.14,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.16,0.15,0.15,0.04,0.02,0.04,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04
S,358,                      Agrobacterium tumefaciens,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.03,0.02,0.04,0.09,0.04,0.12,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.15,0.13,0.12,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01
S,359,                    Rhizobium rhizogenes,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.01,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
S,373,                    Agrobacterium vitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,374,                Bradyrhizobium,0.46,0.77,0.55,0.39,0.48,0.48,0.68,0.52,0.34,0.64,0.79,0.8,1.88,1.95,1.95,0.19,0.12,0.17,0.23,0.19,0.12,0.2,0.19,0.13,0.3,0.27,0.25,0.49,0.41,0.63,0.4,0.21,0.31,0.42,0.39,0.45,0.56,0.56,0.6,0.22,0.31,0.22,0.51
S,375,                  Bradyrhizobium japonicum,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.01,0.01,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,,0.01
S,376,                    Bradyrhizobium sp.,,0.0,0.0,,,,0.0,0.01,0.01,,,0.01,,0.01,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.01,,,,,0.0
G,379,                  Rhizobium,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.06,0.08,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02
S,380,                      Sinorhizobium fredii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,381,                  Mesorhizobium loti,0.0,,,,,,,,0.0,,,,0.0,,,,,0.0,,0.01,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,
S,382,                    Sinorhizobium meliloti,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
S,384,                    Rhizobium leguminosarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
S,396,                    Rhizobium phaseoli,0.0,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,
S,398,                    Rhizobium tropici,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,399,                    Neorhizobium galegae,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,403,              Methylococcaceae,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.03,0.05,0.04,0.24,0.25,0.27,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.01,0.01,0.02,0.04
G,404,                Methylobacillus,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
S,405,                  Methylobacillus flagellatus,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
G,407,                Methylobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,408,                  Methylorubrum extorquens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,410,                  Methylobacterium organophilum,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,,,
G,413,                Methylococcus,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
S,414,                  Methylococcus capsulatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,416,                Methylomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.05,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01
