taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_families.report,W133-25PVC-2-17_kraken2_bracken_families.report,W132-25PVC-1-17_kraken2_bracken_families.report,W131-25PET-3-17_kraken2_bracken_families.report,W130-25PET-2-17_kraken2_bracken_families.report,W129-25PET-1-17_kraken2_bracken_families.report,W128-25PE0.6-3-17_kraken2_bracken_families.report,W127-25PE0.6-2-17_kraken2_bracken_families.report,W126-25PE0.6-1-17_kraken2_bracken_families.report,W125-25S-3-17_kraken2_bracken_families.report,W124-25S-2-17_kraken2_bracken_families.report,W123-25S-1-17_kraken2_bracken_families.report,Q66-25S-3-0_kraken2_bracken_families.report,Q65-25S-2-0_kraken2_bracken_families.report,Q64-25S-1-0_kraken2_bracken_families.report,Q63-25PVC-3-11_kraken2_bracken_families.report,Q62-25PVC-2-11_kraken2_bracken_families.report,Q61-25PVC-1-11_kraken2_bracken_families.report,Q60-25PET-3-11_kraken2_bracken_families.report,Q59-25PET-2-11_kraken2_bracken_families.report,Q58-25PET-1-11_kraken2_bracken_families.report,Q57-25PE0.6-3-11_kraken2_bracken_families.report,Q56-25PE0.6-2-11_kraken2_bracken_families.report,Q55-25PE0.6-1-11_kraken2_bracken_families.report,Q54-25S-3-11_kraken2_bracken_families.report,Q53-25S-2-11_kraken2_bracken_families.report,Q52-25S-1-11_kraken2_bracken_families.report,Q51-25PVC-3-3_kraken2_bracken_families.report,Q50-25PVC-2-3_kraken2_bracken_families.report,Q49-25PVC-1-3_kraken2_bracken_families.report,Q48-25PET-3-3_kraken2_bracken_families.report,Q47-25PET-2-3_kraken2_bracken_families.report,Q46-25PET-1-3_kraken2_bracken_families.report,Q45-25PE0.6-3-3_kraken2_bracken_families.report,Q44-25PE0.6-2-3_kraken2_bracken_families.report,Q43-25PE0.6-1-3_kraken2_bracken_families.report,Q42-25S-3-3_kraken2_bracken_families.report,Q41-25S-2-3_kraken2_bracken_families.report,Q40-25S-1-3_kraken2_bracken_families.report,Q34-25PE0.1-2-11_kraken2_bracken_families.report,Q33-25PE0.1-1-11_kraken2_bracken_families.report,Q32-25PE0.1-2-3_kraken2_bracken_families.report,Q31-25PE0.1-1-3_kraken2_bracken_families.report
P,2836,            Bacillariophyta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K1,6072,          Eumetazoa,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P,7711,                Chordata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P2,7742,                    Vertebrata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P3,7776,                      Gnathostomata,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P6,8287,                            Sarcopterygii,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C2,9347,                                        Eutheria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
O,9443,                                              Primates,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
O3,9526,                                                    Catarrhini,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
F,9604,                                                        Hominidae,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R1,10239,  Viruses,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,10240,              Poxviridae,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
F,10442,          Baculoviridae,0.0,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,
F,10486,                Iridoviridae,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
F,11632,              Retroviridae,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,28056,              Micromonosporaceae,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.09,0.08,0.09,0.17,0.16,0.2,0.02,0.02,0.02,0.03,0.04,0.03,0.04,0.04,0.04,0.08,0.07,0.06,0.03,0.02,0.03,0.04,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.05,0.05,0.04,0.04
C,28211,          Alphaproteobacteria,64.69,58.43,58.4,60.11,58.62,59.28,52.95,59.86,67.1,55.54,52.83,52.06,12.83,13.39,13.07,53.6,58.08,55.89,66.72,65.88,69.76,69.81,71.57,73.06,68.92,68.09,70.91,27.76,28.22,28.52,54.06,64.35,61.27,60.11,60.36,62.2,57.9,57.67,56.28,71.68,68.6,63.86,55.35
C,28216,          Betaproteobacteria,7.34,10.45,10.01,17.97,21.22,20.93,27.41,23.23,18.24,26.05,27.85,27.81,52.59,49.57,53.73,4.0,3.96,4.69,13.45,13.53,11.91,14.93,13.45,12.86,17.06,17.69,14.99,4.58,5.05,7.13,20.55,14.4,19.04,19.82,20.93,19.72,24.06,24.42,25.75,12.96,15.17,14.97,22.04
C,28221,        Deltaproteobacteria,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,28256,              Halomonadaceae,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
P,28890,        Methanobacteriota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,29547,        Campylobacterota,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,31932,            Nitrosopumilales,0.04,0.07,0.07,0.08,0.14,0.13,0.12,0.12,0.08,0.12,0.14,0.14,0.11,0.12,0.13,0.01,0.01,0.01,0.03,0.04,0.01,0.04,0.03,0.02,0.04,0.05,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0.04,0.03,0.04,0.03,0.04,0.02,0.04
F,31953,              Bifidobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,31957,              Propionibacteriaceae,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.0,0.01
C,31969,          Mollicutes,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
F,31977,              Veillonellaceae,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0
F,31979,              Clostridiaceae,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
F,31984,              Heliobacteriaceae,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,
F,31989,              Paracoccaceae,2.57,2.7,2.51,1.94,2.09,2.14,1.85,1.88,2.04,2.7,2.44,2.46,2.23,2.12,2.17,1.65,1.92,1.76,1.66,2.02,1.57,1.91,1.86,1.59,2.04,1.86,1.98,1.21,1.21,1.3,1.38,1.4,1.32,1.61,1.53,1.54,1.43,1.44,1.39,2.78,2.62,2.09,1.93
F,31993,              Methylocystaceae,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.0,0.01,0.01
O,32003,            Nitrosomonadales,0.19,0.36,0.25,0.34,0.42,0.44,0.6,0.52,0.31,0.49,0.69,0.66,1.22,1.25,1.25,0.06,0.03,0.05,0.17,0.15,0.08,0.17,0.15,0.1,0.22,0.23,0.2,0.14,0.12,0.19,0.3,0.14,0.21,0.27,0.29,0.3,0.41,0.41,0.47,0.13,0.23,0.13,0.37
F,32011,              Methylophilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,32015,          Myxococcia,0.14,0.25,0.22,0.56,0.71,0.69,1.02,0.71,0.39,0.75,0.95,0.93,1.3,1.19,1.27,0.05,0.03,0.05,0.25,0.22,0.1,0.22,0.18,0.1,0.29,0.34,0.25,0.14,0.14,0.22,0.36,0.15,0.28,0.32,0.34,0.34,0.54,0.52,0.59,0.19,0.33,0.13,0.51
F,32033,              Lysobacteraceae,8.65,8.09,5.56,8.56,6.05,6.07,3.7,2.55,2.48,2.01,2.13,1.95,1.39,1.4,1.38,20.52,16.2,15.85,9.05,10.57,9.25,6.51,6.22,5.65,4.85,4.73,5.12,17.31,15.95,12.44,7.83,8.47,7.3,7.45,6.45,6.66,5.19,5.31,4.88,6.46,6.57,7.75,7.16
C,32061,          Chloroflexia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,32064,            Chloroflexales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,32066,        Fusobacteriota,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0
O,32069,            Aquificales,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,
P8,32523,                                Tetrapoda,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
P9,32524,                                  Amniota,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
C1,32525,                                      Theria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R3,33154,      Opisthokonta,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K,33208,        Metazoa,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K2,33213,            Bilateria,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
K3,33511,              Deuterostomia,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
R4,33634,        Stramenopiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,33849,              Bacillariophyceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,33850,                Bacillariophycidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,33958,              Lactobacillaceae,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.0,0.0,0.0,,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
F,34064,              Francisellaceae,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O,38748,                  Naviculales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,39782,                  Blattabacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
P,40117,        Nitrospirota,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.09,0.09,0.09,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04
C,40674,                                    Mammalia,0.66,0.79,0.8,0.99,1.0,0.99,1.12,0.88,0.78,1.15,1.19,1.15,2.04,2.1,2.12,0.37,0.37,0.37,0.7,0.6,0.61,0.61,0.62,0.57,0.79,0.8,0.7,0.42,0.41,0.51,0.69,0.56,0.69,0.72,0.76,0.77,0.96,0.94,0.99,0.63,0.67,0.58,0.79
F,41294,              Nitrobacteraceae,0.5,0.81,0.59,0.44,0.55,0.55,0.73,0.58,0.39,0.7,0.84,0.86,2.0,1.98,2.01,0.21,0.13,0.19,0.27,0.23,0.15,0.24,0.23,0.16,0.41,0.32,0.3,0.52,0.44,0.65,0.44,0.23,0.35,0.45,0.43,0.49,0.61,0.6,0.65,0.26,0.4,0.25,0.54
F,41295,              Rhodospirillaceae,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01
F,41297,              Sphingomonadaceae,28.28,24.98,26.64,40.8,39.21,39.79,24.51,29.07,31.28,25.37,24.01,22.87,3.62,3.75,3.87,27.08,28.6,27.68,41.76,43.53,47.1,38.93,39.76,40.37,37.72,36.69,37.22,15.11,15.33,15.27,30.34,37.22,35.17,35.01,34.84,35.86,33.28,33.12,32.41,39.75,37.91,37.64,31.87
F,44746,              Holosporaceae,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
F,45401,              Hyphomicrobiaceae,0.03,0.04,0.04,0.04,0.04,0.05,0.07,0.05,0.04,0.07,0.08,0.09,0.21,0.2,0.19,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.04
F,45404,              Beijerinckiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,48461,              Verrucomicrobiales,0.02,0.01,0.02,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.08,0.08,0.08,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.07,0.08,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.02,0.02,0.06,0.05
F,49546,                  Flavobacteriaceae,0.79,0.96,1.24,1.21,1.11,1.02,0.55,0.6,1.13,0.9,0.82,0.85,2.82,2.62,2.44,0.84,0.88,1.11,1.43,1.11,1.39,0.49,0.34,0.74,0.35,0.42,0.73,10.27,11.7,10.45,6.38,4.95,3.31,2.23,1.99,1.47,1.09,1.07,0.99,0.52,0.54,3.98,3.34
O,51291,              Chlamydiales,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,
O,52604,              Pleurocapsales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,54526,            Candidatus Pelagibacterales,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,
P,57723,        Acidobacteriota,0.25,0.27,0.28,0.25,0.26,0.26,0.31,0.29,0.26,0.4,0.41,0.4,0.34,0.34,0.33,0.16,0.18,0.2,0.18,0.23,0.2,0.21,0.22,0.2,0.27,0.27,0.27,0.05,0.05,0.07,0.13,0.1,0.13,0.15,0.15,0.16,0.21,0.21,0.22,0.28,0.28,0.12,0.17
P,62680,          Fidelibacterota,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,
F,64898,              Aquificaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
F,67474,                    Naviculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,67799,          Thermodesulfobacteria,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,
P,67810,          Candidatus Bipolaricaulota,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
P,67818,        Atribacterota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
P,67819,        Armatimonadota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,68295,            Thermoanaerobacterales,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
P,68297,        Dictyoglomota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
F,68298,              Syntrophomonadaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
K2,68336,          Bacteroidota/Chlorobiota group,1.68,1.91,2.21,2.52,2.79,2.66,1.43,1.57,2.28,2.49,2.14,2.19,3.15,2.95,2.74,1.4,1.85,1.73,2.58,2.98,3.33,1.51,1.52,1.88,1.52,1.54,1.82,10.78,12.54,10.91,7.07,5.84,4.24,3.02,2.89,2.3,1.96,1.98,1.86,1.49,1.38,4.75,3.98
C,68337,          Deferribacteres,0.0,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
R3,68525,      delta/epsilon subdivisions,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,68933,            Thermales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
