taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,154,                  Spirochaeta thermophila,,,,,2.0,,,,,,2.0,,4.0,4.0,2.0,,,,,3.0,,,,,,,,,,,3.0,,,3.0,,,,2.0,4.0,,2.0,2.0,
G,157,                Treponema,,,,,,,,,,,,,,20.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,6.0
S,158,                  Treponema denticola,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,170,              Leptospiraceae,174.0,400.0,163.0,373.0,334.0,384.0,1225.0,725.0,728.0,1006.0,1153.0,459.0,1697.0,1594.0,1443.0,22.0,3.0,22.0,273.0,312.0,156.0,111.0,107.0,210.0,136.0,561.0,353.0,20.0,28.0,24.0,273.0,66.0,208.0,317.0,139.0,271.0,378.0,394.0,248.0,108.0,239.0,156.0,390.0
G,171,                Leptospira,174.0,400.0,163.0,373.0,334.0,384.0,1223.0,725.0,728.0,1006.0,1153.0,459.0,1694.0,1592.0,1439.0,22.0,3.0,22.0,273.0,312.0,156.0,111.0,107.0,208.0,136.0,561.0,353.0,20.0,28.0,24.0,273.0,64.0,208.0,317.0,139.0,271.0,378.0,394.0,248.0,108.0,239.0,156.0,390.0
S,172,                  Leptospira biflexa,55.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,2.0,3.0,,,,,,
S,173,                  Leptospira interrogans,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
G,187,                Aquaspirillum,11.0,,10.0,,12.0,21.0,16.0,21.0,,21.0,22.0,,52.0,,38.0,,,,,,,,35.0,18.0,20.0,,,22.0,,8.0,,,,26.0,,,12.0,,,10.0,11.0,,21.0
G,191,                Azospirillum,183.0,343.0,282.0,164.0,198.0,314.0,328.0,228.0,193.0,248.0,226.0,259.0,633.0,344.0,314.0,115.0,128.0,117.0,186.0,97.0,127.0,235.0,138.0,107.0,151.0,229.0,166.0,210.0,206.0,249.0,255.0,145.0,277.0,231.0,203.0,209.0,245.0,324.0,315.0,144.0,178.0,166.0,299.0
S,192,                  Azospirillum brasilense,13.0,33.0,53.0,25.0,76.0,83.0,23.0,,22.0,61.0,,46.0,118.0,89.0,,,,,16.0,,20.0,29.0,25.0,,26.0,20.0,19.0,19.0,,,44.0,,35.0,17.0,22.0,28.0,52.0,46.0,54.0,,30.0,15.0,70.0
S,193,                  Azospirillum lipoferum,,13.0,,,,,15.0,,,13.0,,25.0,34.0,,,,,,,,,,,,,,20.0,22.0,,14.0,11.0,16.0,11.0,,,14.0,13.0,18.0,,,14.0,,
G,194,                Campylobacter,7.0,,,,,13.0,,50.0,133.0,,8.0,,,,,,,,,,33.0,,,,51.0,,,,,,,,,,,7.0,,,,,,,
S,195,                  Campylobacter coli,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,196,                  Campylobacter fetus,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,203,                  Campylobacter rectus,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,204,                  Campylobacter showae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,
G,209,                Helicobacter,45.0,35.0,39.0,113.0,141.0,154.0,272.0,,,,17.0,,9.0,,,,,,,,,7.0,,,,,,,,,,4.0,,12.0,,,,6.0,14.0,,,3.0,4.0
S,210,                  Helicobacter pylori,,,,,,,,,,,17.0,,9.0,,,,,,,,,7.0,,,,,,,,,,4.0,,12.0,,,,,10.0,,,3.0,
G,222,                Achromobacter,555.0,1224.0,706.0,1727.0,1929.0,1608.0,2991.0,2566.0,950.0,3659.0,1629.0,2611.0,5781.0,4834.0,3250.0,439.0,513.0,640.0,866.0,440.0,732.0,1323.0,772.0,977.0,1118.0,1554.0,699.0,750.0,649.0,1121.0,1564.0,1837.0,2347.0,1404.0,2366.0,2090.0,1990.0,2628.0,2320.0,421.0,1522.0,1504.0,3296.0
G,226,                  Alteromonas,,26.0,,6.0,350.0,,,201.0,,304.0,,10.0,,12.0,,,,,,150.0,,25.0,130.0,156.0,10.0,,,18.0,,,,55.0,23.0,57.0,77.0,,26.0,15.0,,,,,33.0
G,234,                  Brucella,1870.0,2600.0,1807.0,1375.0,618.0,1237.0,1953.0,1605.0,2209.0,3929.0,2186.0,2093.0,2095.0,1191.0,630.0,1858.0,1282.0,2435.0,1594.0,788.0,1894.0,1314.0,1651.0,1604.0,1589.0,1417.0,1697.0,1534.0,1534.0,1951.0,1295.0,1607.0,1191.0,1368.0,949.0,917.0,1362.0,1648.0,1292.0,1626.0,1424.0,1532.0,2021.0
G,237,                    Flavobacterium,50564.0,61303.0,76287.0,63497.0,34942.0,36556.0,23777.0,16375.0,36700.0,10237.0,8858.0,8970.0,125368.0,100270.0,95133.0,79021.0,76287.0,102532.0,98445.0,57656.0,83768.0,29092.0,16791.0,37534.0,7763.0,9948.0,27281.0,1043805.0,1329502.0,1073342.0,460443.0,366583.0,235687.0,159782.0,131877.0,90306.0,62936.0,61702.0,55413.0,28819.0,30897.0,327172.0,238319.0
S,238,                      Elizabethkingia meningoseptica,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,3.0,,,,,,,,,,,4.0,,,
S,239,                        Flavobacterium sp.,123.0,210.0,332.0,5087.0,1405.0,1278.0,278.0,492.0,2088.0,595.0,426.0,576.0,1974.0,2109.0,2136.0,189.0,333.0,244.0,3320.0,546.0,2916.0,468.0,352.0,1427.0,263.0,449.0,2094.0,1067.0,910.0,730.0,1156.0,1289.0,1367.0,1069.0,1229.0,983.0,1308.0,1637.0,1043.0,381.0,379.0,1563.0,1258.0
S,246,                        Chryseobacterium balustinum,5.0,9.0,18.0,37.0,49.0,31.0,20.0,21.0,18.0,45.0,,,13.0,,,64.0,48.0,27.0,23.0,50.0,35.0,23.0,14.0,24.0,64.0,20.0,32.0,198.0,243.0,115.0,50.0,151.0,55.0,32.0,24.0,17.0,22.0,39.0,12.0,35.0,24.0,32.0,45.0
S,247,                      Empedobacter brevis,18.0,35.0,,79.0,118.0,121.0,122.0,75.0,,357.0,91.0,147.0,,,,29.0,,13.0,,147.0,132.0,133.0,60.0,,305.0,78.0,,5.0,6.0,,,,,33.0,,,,84.0,,191.0,146.0,19.0,
S,250,                        Chryseobacterium gleum,212.0,155.0,114.0,,,,,,318.0,,,,,,,135.0,93.0,51.0,,,,412.0,,769.0,,,,40.0,64.0,59.0,,83.0,,,,,,,,,,70.0,64.0
S,253,                        Chryseobacterium indologenes,215.0,178.0,37.0,,,,,,,,,,61.0,74.0,,124.0,196.0,79.0,,,,207.0,,,,,,92.0,132.0,60.0,38.0,38.0,76.0,,,,,,,,,32.0,34.0
S,254,                        Chryseobacterium indoltheticum,4.0,,11.0,8.0,16.0,11.0,,9.0,,,,6.0,,,,21.0,34.0,34.0,,8.0,14.0,,13.0,16.0,10.0,20.0,,275.0,257.0,103.0,10.0,10.0,9.0,,5.0,,,,,7.0,13.0,42.0,19.0
S,256,                      Myroides odoratus,,6.0,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,3.0,
S,258,                      Sphingobacterium spiritivorum,698.0,600.0,621.0,,,,270.0,,471.0,,,266.0,,,,351.0,394.0,250.0,,503.0,589.0,,,,377.0,327.0,,41.0,86.0,28.0,47.0,77.0,111.0,124.0,,,,,,,,117.0,
S,259,                      Sphingobacterium thalpophilum,238.0,197.0,160.0,,714.0,516.0,,,429.0,297.0,,,,,,92.0,160.0,175.0,260.0,583.0,458.0,,434.0,626.0,,399.0,,23.0,24.0,,,,182.0,,,,,,362.0,401.0,471.0,86.0,
G,262,                Francisella,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
G,265,                Paracoccus,51712.0,50306.0,48600.0,36625.0,34402.0,39792.0,35747.0,32216.0,34284.0,39490.0,31948.0,33447.0,35918.0,27911.0,30756.0,46647.0,55438.0,53092.0,36942.0,37682.0,34229.0,44308.0,38844.0,34230.0,36746.0,35004.0,38574.0,38995.0,43394.0,41800.0,28598.0,32238.0,28944.0,32221.0,30242.0,28958.0,25414.0,25553.0,23407.0,55075.0,51913.0,47612.0,39572.0
S,266,                  Paracoccus denitrificans,113.0,101.0,72.0,49.0,40.0,105.0,158.0,60.0,115.0,291.0,75.0,58.0,,127.0,174.0,98.0,138.0,161.0,137.0,57.0,64.0,48.0,166.0,59.0,76.0,63.0,119.0,119.0,121.0,152.0,69.0,131.0,81.0,107.0,72.0,122.0,100.0,49.0,52.0,110.0,124.0,88.0,36.0
G,270,                Thermus,,,,,,12.0,,,,,,,,16.0,18.0,,,,,,,,21.0,,,,,6.0,,4.0,,8.0,,,,,,,7.0,,,,
S,274,                  Thermus thermophilus,,,,,,12.0,,,,,,,,,18.0,,,,,,,,21.0,,,,,,,4.0,,8.0,,,,,,,,,,,
S,277,                  Meiothermus ruber,23.0,33.0,26.0,31.0,16.0,,14.0,,,11.0,25.0,22.0,21.0,31.0,31.0,58.0,,,39.0,,12.0,39.0,,21.0,18.0,20.0,24.0,,,12.0,24.0,,,,,14.0,,10.0,,30.0,,42.0,44.0
G,279,                Xanthobacter,131.0,167.0,202.0,185.0,352.0,219.0,398.0,262.0,244.0,458.0,234.0,573.0,905.0,454.0,422.0,93.0,28.0,58.0,91.0,155.0,93.0,142.0,166.0,97.0,157.0,256.0,110.0,107.0,128.0,117.0,193.0,69.0,99.0,227.0,174.0,245.0,196.0,213.0,249.0,91.0,230.0,154.0,118.0
S,280,                  Xanthobacter autotrophicus,,,,,,,23.0,,,,,23.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,13.0,,,,11.0,
G,283,                Comamonas,44314.0,53592.0,44207.0,74729.0,62055.0,70926.0,102990.0,82622.0,61753.0,81112.0,52174.0,60010.0,110152.0,144411.0,115918.0,43768.0,38538.0,44103.0,85056.0,61962.0,86550.0,110444.0,69257.0,72147.0,65896.0,91087.0,70963.0,40562.0,34456.0,32216.0,75282.0,83707.0,75974.0,94565.0,102900.0,87703.0,81089.0,80318.0,89247.0,60483.0,84985.0,91916.0,82148.0
S,285,                  Comamonas testosteroni,2607.0,4203.0,3359.0,5024.0,5797.0,6971.0,6030.0,3381.0,4140.0,2577.0,2962.0,3435.0,5308.0,34283.0,6714.0,4047.0,2872.0,3214.0,6308.0,4747.0,7001.0,4466.0,4516.0,4775.0,4275.0,5138.0,3345.0,13469.0,6181.0,5940.0,7803.0,6066.0,6595.0,7394.0,4867.0,4028.0,5830.0,9332.0,4631.0,4742.0,5472.0,5056.0,4538.0
G,286,                Pseudomonas,34063.0,53447.0,40462.0,21769.0,55287.0,27764.0,51689.0,79191.0,33406.0,39053.0,42354.0,84949.0,106679.0,227538.0,96788.0,26169.0,21919.0,25141.0,19354.0,18163.0,28750.0,47927.0,39662.0,53332.0,19002.0,24988.0,24079.0,117140.0,123785.0,161754.0,32779.0,21795.0,30923.0,54618.0,51787.0,24367.0,54079.0,27506.0,63215.0,20420.0,25444.0,40055.0,76703.0
S,287,                    Pseudomonas aeruginosa,12388.0,15507.0,15135.0,13649.0,14787.0,16369.0,32338.0,35700.0,23406.0,17462.0,19363.0,18538.0,33333.0,27708.0,32203.0,11783.0,8338.0,12032.0,13064.0,13995.0,14068.0,27099.0,30267.0,25121.0,14228.0,16504.0,16479.0,12260.0,11714.0,15547.0,18548.0,15454.0,18306.0,19814.0,18511.0,17222.0,20004.0,17268.0,17948.0,15440.0,16168.0,15454.0,21151.0
S,290,                  [Pseudomonas] carboxydohydrogena,,19.0,,24.0,10.0,11.0,27.0,30.0,21.0,14.0,,25.0,,22.0,56.0,,,,12.0,12.0,14.0,12.0,12.0,7.0,27.0,,14.0,20.0,,18.0,8.0,,,,9.0,24.0,15.0,17.0,10.0,,23.0,16.0,14.0
S,292,                    Burkholderia cepacia,17.0,26.0,30.0,20.0,21.0,112.0,21.0,28.0,60.0,32.0,46.0,63.0,102.0,84.0,53.0,,,,18.0,15.0,,26.0,32.0,,34.0,,,,9.0,25.0,26.0,40.0,21.0,18.0,28.0,20.0,,31.0,31.0,,30.0,26.0,40.0
S,293,                  Brevundimonas diminuta,6645.0,5650.0,8272.0,1177.0,1296.0,1857.0,6428.0,7042.0,7972.0,989.0,2997.0,6189.0,660.0,635.0,699.0,15311.0,16024.0,25401.0,4524.0,8730.0,9299.0,21832.0,17431.0,20741.0,9619.0,14393.0,22400.0,17113.0,21377.0,16970.0,17700.0,19178.0,21050.0,16181.0,14010.0,18541.0,16116.0,15023.0,12881.0,14107.0,9008.0,18270.0,13384.0
S,294,                    Pseudomonas fluorescens,1210.0,2547.0,1502.0,312.0,500.0,597.0,1063.0,503.0,183.0,514.0,859.0,852.0,1991.0,537.0,1516.0,1587.0,841.0,1489.0,128.0,36.0,24.0,166.0,41.0,20.0,96.0,208.0,102.0,26658.0,32022.0,26096.0,336.0,87.0,151.0,139.0,175.0,238.0,226.0,119.0,110.0,131.0,152.0,137.0,381.0
S,296,                    Pseudomonas fragi,66.0,54.0,,,,,,,111.0,,,,374.0,355.0,268.0,96.0,39.0,74.0,,,,,,145.0,,,,1110.0,1189.0,1048.0,97.0,,67.0,,73.0,,126.0,,,,,,109.0
S,297,                  Hydrogenophilus thermoluteolus,,12.0,,,12.0,,,,26.0,,49.0,36.0,87.0,,,,6.0,,,,,,,,,,,,,5.0,,,,,,,36.0,11.0,,,9.0,7.0,
S,298,                    Pseudomonas marginalis,,,,,,,,279.0,,,,,308.0,,482.0,24.0,23.0,,,,,,,,,,,53.0,44.0,77.0,,,,,,,184.0,,,,,,
S,300,                  Ectopseudomonas mendocina,24.0,54.0,50.0,,,69.0,111.0,,113.0,,,,125.0,,,18.0,26.0,,71.0,,53.0,70.0,,,,,,90.0,98.0,116.0,,,,,,,,,,,54.0,54.0,
S,301,                  Ectopseudomonas oleovorans,232.0,205.0,242.0,,,419.0,,896.0,,,,,2085.0,1150.0,2983.0,213.0,39.0,208.0,384.0,,,1196.0,232.0,666.0,,540.0,584.0,494.0,497.0,629.0,172.0,167.0,,,,,,,347.0,,,807.0,712.0
S,303,                    Pseudomonas putida,355.0,1327.0,1451.0,946.0,414.0,2306.0,2581.0,2401.0,1714.0,2002.0,4019.0,2768.0,11353.0,11037.0,15161.0,348.0,892.0,496.0,918.0,637.0,1038.0,1101.0,2754.0,2407.0,,902.0,2491.0,3742.0,2739.0,4550.0,3685.0,998.0,1611.0,1086.0,788.0,834.0,475.0,1383.0,1541.0,1281.0,1180.0,770.0,886.0
S,305,                    Ralstonia solanacearum,77.0,123.0,131.0,159.0,218.0,172.0,308.0,220.0,131.0,191.0,295.0,269.0,247.0,177.0,150.0,32.0,44.0,74.0,88.0,147.0,84.0,137.0,124.0,74.0,178.0,249.0,119.0,144.0,158.0,176.0,231.0,142.0,190.0,233.0,228.0,169.0,198.0,269.0,277.0,125.0,164.0,123.0,315.0
S,306,                    Pseudomonas sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,507.0,403.0,,,,,,,,,,,,,
S,316,                      Stutzerimonas stutzeri,205.0,76.0,248.0,212.0,345.0,324.0,946.0,515.0,293.0,225.0,226.0,461.0,1369.0,783.0,609.0,148.0,101.0,111.0,189.0,189.0,253.0,853.0,506.0,304.0,149.0,257.0,134.0,519.0,523.0,814.0,405.0,276.0,493.0,294.0,301.0,220.0,347.0,214.0,268.0,142.0,174.0,198.0,304.0
S,317,                      Pseudomonas syringae,26.0,,42.0,,36.0,26.0,,,,,,,,55.0,,,,12.0,,,18.0,28.0,,15.0,,,,32.0,75.0,49.0,43.0,13.0,,,,,,,,,20.0,11.0,19.0
S,329,                  Ralstonia pickettii,256.0,767.0,539.0,872.0,1084.0,1121.0,2388.0,1578.0,476.0,1013.0,1704.0,1792.0,1053.0,330.0,948.0,227.0,317.0,196.0,617.0,530.0,222.0,634.0,484.0,341.0,634.0,1209.0,529.0,337.0,511.0,797.0,1366.0,555.0,1249.0,826.0,1455.0,822.0,1672.0,1658.0,1222.0,642.0,984.0,321.0,1762.0
S,337,                  Burkholderia glumae,16.0,,26.0,,14.0,14.0,38.0,17.0,,41.0,21.0,55.0,60.0,61.0,51.0,,5.0,,,,21.0,,,,,38.0,,14.0,10.0,9.0,,27.0,25.0,,32.0,47.0,21.0,14.0,14.0,,,22.0,30.0
G,338,                Xanthomonas,6608.0,8705.0,7046.0,5100.0,6433.0,4520.0,8943.0,6693.0,5588.0,5800.0,6443.0,3159.0,9548.0,7088.0,9626.0,12826.0,12759.0,10908.0,5969.0,6170.0,5440.0,6049.0,5269.0,4534.0,2755.0,4683.0,3352.0,26141.0,25824.0,20160.0,12489.0,10237.0,8740.0,8296.0,7315.0,6793.0,4951.0,4438.0,7018.0,4009.0,5208.0,11688.0,7873.0
S,339,                  Xanthomonas campestris,2258.0,2852.0,1952.0,2052.0,1468.0,1788.0,4539.0,1804.0,2206.0,2605.0,735.0,680.0,2456.0,1432.0,1477.0,3801.0,1950.0,2816.0,1931.0,2263.0,1236.0,1366.0,1525.0,1830.0,543.0,1842.0,426.0,5595.0,5416.0,4643.0,5177.0,4072.0,3961.0,3341.0,2816.0,2822.0,1444.0,1359.0,1460.0,1885.0,1970.0,4157.0,2475.0
S,343,                    Xanthomonas translucens,147.0,59.0,21.0,,,,563.0,,,,,,,,863.0,109.0,382.0,,26.0,115.0,28.0,,33.0,28.0,,26.0,,317.0,438.0,426.0,82.0,188.0,54.0,30.0,,27.0,43.0,,29.0,,,,
S,346,                    Xanthomonas citri,,76.0,832.0,,1886.0,,170.0,81.0,79.0,,2730.0,,2485.0,1663.0,2377.0,340.0,319.0,878.0,,1121.0,,397.0,,140.0,110.0,,,651.0,1239.0,365.0,1267.0,438.0,248.0,530.0,161.0,,536.0,188.0,1956.0,,,982.0,631.0
S,347,                  Xanthomonas oryzae,76.0,69.0,52.0,134.0,79.0,69.0,321.0,262.0,120.0,148.0,129.0,176.0,401.0,374.0,286.0,116.0,86.0,138.0,94.0,92.0,66.0,109.0,68.0,86.0,156.0,141.0,147.0,148.0,198.0,203.0,258.0,83.0,301.0,162.0,299.0,204.0,185.0,145.0,222.0,81.0,109.0,112.0,171.0
F1,351,                Azotobacter group,,56.0,16.0,16.0,41.0,69.0,94.0,49.0,40.0,25.0,23.0,,278.0,220.0,562.0,10.0,7.0,14.0,46.0,36.0,41.0,13.0,17.0,23.0,93.0,29.0,38.0,50.0,36.0,64.0,75.0,30.0,79.0,88.0,45.0,63.0,104.0,67.0,133.0,21.0,303.0,56.0,102.0
G,352,                  Azotobacter,,44.0,10.0,,12.0,55.0,52.0,49.0,40.0,25.0,,,187.0,146.0,477.0,10.0,7.0,14.0,22.0,25.0,32.0,13.0,17.0,23.0,93.0,13.0,22.0,42.0,26.0,54.0,75.0,23.0,66.0,79.0,36.0,63.0,79.0,51.0,113.0,14.0,282.0,41.0,82.0
S,353,                    Azotobacter chroococcum,,29.0,10.0,,,43.0,17.0,49.0,16.0,,,,122.0,146.0,395.0,10.0,7.0,14.0,22.0,25.0,18.0,13.0,,,60.0,13.0,22.0,31.0,11.0,45.0,22.0,14.0,21.0,32.0,18.0,46.0,59.0,31.0,51.0,14.0,209.0,9.0,82.0
S,354,                    Azotobacter vinelandii,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,35.0,25.0,,,,,31.0,,52.0,,
O,356,            Hyphomicrobiales,539182.0,549461.0,527324.0,694514.0,550809.0,581294.0,570167.0,493092.0,427032.0,311306.0,301501.0,287090.0,235912.0,223945.0,211937.0,606144.0,553074.0,583449.0,723840.0,590257.0,676721.0,711284.0,592803.0,613322.0,506357.0,552392.0,527175.0,348397.0,381259.0,410348.0,641813.0,662268.0,656333.0,692804.0,672914.0,615488.0,646975.0,639734.0,615091.0,601732.0,653061.0,736058.0,725759.0
G,357,                  Agrobacterium,2221.0,3197.0,2943.0,2045.0,2368.0,1986.0,2794.0,1926.0,622.0,3148.0,1438.0,2006.0,8689.0,5052.0,5283.0,2367.0,2298.0,2874.0,1958.0,1464.0,1311.0,2326.0,1824.0,1301.0,1272.0,2033.0,1264.0,17034.0,17168.0,15633.0,2920.0,1667.0,2527.0,1729.0,1454.0,2263.0,1876.0,1877.0,1925.0,1762.0,2262.0,3196.0,2967.0
S,358,                      Agrobacterium tumefaciens,983.0,1608.0,917.0,517.0,686.0,453.0,1059.0,314.0,268.0,1463.0,801.0,1701.0,3981.0,1438.0,4515.0,1084.0,1154.0,1037.0,377.0,271.0,225.0,787.0,865.0,172.0,469.0,462.0,289.0,15409.0,14918.0,12794.0,584.0,605.0,893.0,328.0,393.0,162.0,201.0,671.0,425.0,310.0,503.0,1191.0,979.0
S,359,                    Rhizobium rhizogenes,88.0,194.0,130.0,126.0,108.0,,,137.0,175.0,,143.0,,310.0,,703.0,38.0,64.0,66.0,162.0,72.0,75.0,,,43.0,,83.0,52.0,103.0,99.0,81.0,132.0,,77.0,87.0,,,97.0,86.0,,105.0,116.0,104.0,
S,373,                    Agrobacterium vitis,87.0,85.0,166.0,179.0,176.0,217.0,288.0,307.0,225.0,238.0,156.0,305.0,257.0,218.0,119.0,157.0,48.0,73.0,183.0,160.0,181.0,236.0,121.0,90.0,275.0,128.0,227.0,107.0,115.0,99.0,132.0,235.0,121.0,257.0,122.0,61.0,156.0,130.0,196.0,253.0,117.0,214.0,115.0
G,374,                Bradyrhizobium,30690.0,50345.0,35239.0,24211.0,25507.0,26988.0,43518.0,30367.0,19306.0,30702.0,33485.0,34644.0,83059.0,73777.0,75107.0,18195.0,10584.0,15520.0,16532.0,11281.0,8016.0,15944.0,12455.0,8854.0,16855.0,17114.0,15930.0,50919.0,47828.0,64423.0,28884.0,15254.0,21906.0,29833.0,26189.0,27706.0,33274.0,32462.0,34747.0,14815.0,21459.0,18385.0,36312.0
S,375,                  Bradyrhizobium japonicum,1087.0,1625.0,937.0,515.0,471.0,368.0,711.0,811.0,244.0,1330.0,241.0,536.0,1348.0,1404.0,652.0,493.0,281.0,449.0,170.0,110.0,360.0,202.0,408.0,159.0,503.0,296.0,350.0,1234.0,859.0,1852.0,347.0,212.0,550.0,839.0,531.0,518.0,429.0,848.0,893.0,641.0,696.0,,398.0
S,376,                    Bradyrhizobium sp.,,299.0,254.0,,,,270.0,748.0,302.0,,,355.0,,531.0,,,,,,,,,,,,,,383.0,360.0,287.0,,162.0,,,252.0,,,557.0,,,,,170.0
G,379,                  Rhizobium,1317.0,1636.0,1241.0,905.0,761.0,769.0,948.0,1273.0,993.0,936.0,1389.0,715.0,2741.0,2871.0,2894.0,1004.0,1227.0,990.0,1017.0,878.0,816.0,924.0,734.0,829.0,710.0,791.0,659.0,2424.0,2441.0,2086.0,1528.0,1015.0,876.0,731.0,596.0,708.0,704.0,1115.0,1374.0,1057.0,1139.0,1492.0,1480.0
S,380,                      Sinorhizobium fredii,38.0,59.0,98.0,152.0,106.0,137.0,109.0,67.0,43.0,196.0,116.0,159.0,247.0,177.0,541.0,39.0,47.0,75.0,70.0,73.0,60.0,83.0,111.0,58.0,134.0,99.0,37.0,158.0,361.0,352.0,77.0,43.0,83.0,122.0,139.0,72.0,165.0,100.0,66.0,58.0,48.0,85.0,91.0
S,381,                  Mesorhizobium loti,26.0,,,,,,,,39.0,,,,50.0,,,,,18.0,,302.0,,,,,,202.0,,,26.0,14.0,,,,,,,,,23.0,43.0,,,
S,382,                    Sinorhizobium meliloti,235.0,265.0,78.0,,64.0,,70.0,90.0,142.0,108.0,,45.0,225.0,42.0,97.0,43.0,30.0,21.0,,17.0,52.0,60.0,41.0,26.0,91.0,27.0,27.0,152.0,73.0,56.0,52.0,45.0,69.0,29.0,45.0,49.0,50.0,25.0,,47.0,56.0,48.0,64.0
S,384,                    Rhizobium leguminosarum,170.0,245.0,162.0,149.0,116.0,253.0,220.0,312.0,143.0,216.0,126.0,152.0,916.0,493.0,684.0,136.0,141.0,191.0,151.0,128.0,99.0,158.0,144.0,117.0,119.0,146.0,123.0,415.0,568.0,409.0,122.0,256.0,181.0,212.0,132.0,137.0,298.0,222.0,116.0,99.0,95.0,121.0,295.0
S,396,                    Rhizobium phaseoli,15.0,,,,,57.0,32.0,,,,19.0,,36.0,67.0,,20.0,27.0,19.0,,39.0,29.0,46.0,19.0,13.0,,,23.0,7.0,,,20.0,22.0,19.0,,10.0,11.0,33.0,,26.0,,,16.0,
S,398,                    Rhizobium tropici,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,399,                    Neorhizobium galegae,13.0,7.0,13.0,,42.0,,34.0,14.0,21.0,37.0,31.0,17.0,80.0,33.0,25.0,5.0,7.0,14.0,14.0,6.0,,12.0,10.0,15.0,,,8.0,29.0,20.0,23.0,35.0,,8.0,8.0,31.0,32.0,15.0,17.0,21.0,9.0,12.0,15.0,17.0
F,403,              Methylococcaceae,387.0,504.0,501.0,902.0,1135.0,1168.0,2157.0,1713.0,1201.0,1653.0,2039.0,1717.0,10661.0,9542.0,10448.0,337.0,377.0,352.0,878.0,695.0,749.0,1251.0,821.0,919.0,1021.0,1417.0,822.0,751.0,848.0,1000.0,1834.0,1196.0,2083.0,2052.0,2181.0,1681.0,2383.0,2118.0,2319.0,1023.0,923.0,1600.0,2573.0
