taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
G,407,                Methylobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,413,                Methylococcus,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
G,416,                Methylomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01
G,425,                Methylosinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,429,                Methylobacter,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
F,433,              Acetobacteraceae,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01
G,434,                Acetobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,441,                Gluconobacter,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,444,              Legionellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,445,                Legionella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,468,              Moraxellaceae,6.86,7.53,9.95,0.08,0.06,0.03,0.11,0.15,0.13,0.04,0.04,0.06,0.46,0.38,0.44,11.22,12.12,12.21,0.1,0.02,0.02,0.18,0.19,0.16,0.02,0.02,0.01,21.38,21.13,21.55,0.16,0.04,0.03,0.3,0.32,0.26,0.17,0.11,0.03,0.07,0.04,0.13,0.08
G,469,                Acinetobacter,6.85,7.53,9.94,0.08,0.06,0.03,0.07,0.09,0.07,0.04,0.02,0.05,0.45,0.38,0.43,11.21,12.11,12.2,0.09,0.01,0.02,0.1,0.11,0.08,0.02,0.02,0.01,21.34,21.1,21.5,0.15,0.03,0.03,0.17,0.17,0.14,0.16,0.1,0.03,0.06,0.03,0.11,0.08
G,475,                Moraxella,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0
F,481,              Neisseriaceae,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.01
G,482,                Neisseria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,497,                Psychrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,499,                Thermomicrobium,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,
F,506,              Alcaligenaceae,0.06,0.1,0.1,0.27,0.35,0.33,0.74,0.52,0.38,0.75,0.88,0.88,1.46,1.46,1.46,0.02,0.02,0.03,0.2,0.16,0.13,0.23,0.19,0.2,0.3,0.29,0.23,0.03,0.03,0.06,0.4,0.23,0.36,0.37,0.43,0.37,0.47,0.51,0.54,0.17,0.21,0.23,0.45
G,507,                Alcaligenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,517,                Bordetella,0.04,0.07,0.08,0.23,0.29,0.28,0.65,0.46,0.34,0.63,0.8,0.79,1.22,1.24,1.3,0.01,0.01,0.02,0.18,0.14,0.12,0.2,0.17,0.17,0.27,0.25,0.21,0.02,0.02,0.04,0.35,0.2,0.31,0.34,0.38,0.31,0.42,0.44,0.47,0.16,0.18,0.2,0.38
G,522,                Acidiphilium,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,528,                  Ochrobactrum,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0
G,532,                Beijerinckia,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,
G,535,                Chromobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,538,                Eikenella,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0
G,541,                Zymomonas,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
F,543,              Enterobacteriaceae,0.14,0.1,0.13,0.2,0.26,0.48,0.43,0.58,0.33,0.65,0.74,1.11,2.28,2.38,2.26,0.1,0.08,0.06,0.26,0.16,0.37,0.27,0.54,0.38,0.44,0.41,0.31,0.06,0.08,0.13,0.44,0.28,0.25,0.38,0.53,0.44,0.35,0.97,0.59,0.34,0.35,0.19,0.33
G,544,                Citrobacter,0.01,0.03,0.03,,0.01,0.1,0.03,,,0.09,0.22,,0.19,1.21,0.26,0.04,0.03,0.02,,0.01,,,0.01,,,0.01,,0.03,0.04,0.04,0.03,0.0,0.0,0.03,0.0,0.0,,,,0.05,,0.0,0.0
G,547,                Enterobacter,0.02,0.02,0.03,0.03,0.07,0.12,0.1,0.17,0.07,0.15,0.14,0.16,0.48,0.28,0.44,0.01,0.01,0.01,0.06,0.03,0.04,0.03,0.07,0.07,0.1,0.08,0.08,0.0,0.01,0.01,0.1,0.04,0.03,0.03,0.05,0.08,0.05,0.05,0.07,0.03,0.02,0.02,0.03
G,551,                Erwinia,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
G,561,                Escherichia,0.03,0.04,0.03,0.11,0.08,0.11,0.13,0.11,0.04,0.11,0.14,0.17,0.73,0.14,0.48,0.02,0.03,0.02,0.06,0.05,0.02,0.06,0.03,0.09,0.03,0.08,0.02,0.01,0.02,0.06,0.06,0.03,0.04,0.05,0.03,0.04,0.11,0.05,0.15,0.02,0.02,0.06,0.03
G,570,                  Klebsiella,0.02,0.01,0.03,0.01,0.04,0.07,0.1,0.23,0.2,0.3,0.23,0.52,0.87,0.54,0.65,0.04,0.02,0.02,0.14,0.09,0.12,0.16,0.25,0.18,0.27,0.21,0.21,0.01,0.01,0.02,0.19,0.18,0.18,0.22,0.24,0.32,0.14,0.2,0.3,0.21,0.15,0.11,0.23
G,579,                Kluyvera,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,581,                Morganella,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,0.0
G,583,                Proteus,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,
G,586,                Providencia,,,,,,,,,0.0,,,0.01,,0.0,0.03,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.02,,,0.0,,0.0,
G,590,                Salmonella,0.05,,,,0.04,0.03,0.05,,,,,0.13,,,,,,,0.01,,0.19,,0.14,,,,,0.0,,0.0,,,,,0.17,,,0.62,0.06,,0.15,,
G,613,                Serratia,0.02,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.01,0.01,0.05,0.01,0.02,0.02,0.04,0.01,0.06,0.06,0.06,0.03,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.06,0.09,0.1,0.07,0.12,0.09,0.05,0.05,0.01,0.03,0.07,0.02
G,620,                Shigella,0.01,,0.01,0.04,0.02,0.06,,0.07,,,,0.12,,0.16,0.43,0.0,,,,,,0.02,0.02,0.03,0.04,0.04,,,0.0,0.0,0.06,0.03,,0.05,0.03,0.01,0.03,0.05,0.02,0.03,,,0.03
G,626,                Xenorhabdus,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,
G,629,                Yersinia,,,,0.0,,0.0,,,,0.02,,0.0,0.04,0.02,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.01,0.0,0.0,,0.0,
G,635,                Edwardsiella,,,,,0.0,,,,,,,,0.03,0.01,0.04,,,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,
G,637,                Arsenophonus,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,
F,641,              Vibrionaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.01,0.01,0.01,0.01,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,642,                Aeromonas,0.02,0.04,0.02,0.07,0.04,0.08,0.16,0.08,0.01,0.16,0.06,0.02,0.11,0.14,0.28,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.03,0.1,0.01,0.03,0.01,0.05,0.06,0.05,0.11,0.06,0.02,0.02,0.06,0.05,0.08,0.02,0.07,0.03,0.01,0.02,0.03
G,657,                Photobacterium,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0
G,662,                Vibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.01,0.01,0.01,0.01,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,702,                Plesiomonas,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,0.0
F,712,              Pasteurellaceae,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,,,
G,713,                Actinobacillus,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,724,                Haemophilus,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
O,766,            Rickettsiales,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,772,              Bartonellaceae,,,0.0,,0.0,0.0,0.0,0.02,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,
G,773,                Bartonella,,,0.0,,0.0,0.0,0.0,0.02,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,
F,775,              Rickettsiaceae,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,776,                Coxiella,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,
G,780,                  Rickettsia,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,
F,809,                Chlamydiaceae,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,
G,810,                    Chlamydia,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,
F,815,                  Bacteroidaceae,0.02,0.01,0.01,0.05,0.06,0.07,0.07,0.01,0.01,0.02,0.0,0.02,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0
G,816,                    Bacteroides,0.02,0.01,0.01,0.04,0.06,0.07,0.06,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0
G,836,                    Porphyromonas,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0
G,838,                    Prevotella,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
G,841,                Roseburia,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,0.0,,,0.0,
G,846,                Oxalobacter,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
G,848,                Fusobacterium,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
F,868,              Cardiobacteriaceae,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.01,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,
G,869,                Dichelobacter,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,
G,872,                Desulfovibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
G,890,                Desulfuromonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,893,                Desulfobulbus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
G,896,                Desulfococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,898,                Desulfomicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,906,                Megasphaera,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,
G,911,                Nitrobacter,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,914,                Nitrosomonas,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.01,0.03,0.03,0.03,0.12,0.13,0.12,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.02
G,919,                Thiobacillus,0.02,0.04,0.03,0.06,0.07,0.07,0.1,0.08,0.05,0.09,0.14,0.12,0.4,0.45,0.41,0.01,0.0,0.01,0.03,0.02,0.02,0.03,0.02,0.01,0.04,0.04,0.04,0.02,0.02,0.03,0.06,0.04,0.05,0.05,0.06,0.07,0.09,0.09,0.1,0.02,0.05,0.03,0.07
G,933,                Thiomicrospira,0.0,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,
F,942,              Anaplasmataceae,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,0.01,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,
F1,952,                Wolbachieae,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,0.01,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,
G,953,                  Wolbachia,,,,,0.0,0.0,0.0,,,,0.0,,0.0,,0.01,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,
G,958,                Bdellovibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,963,                Herbaspirillum,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
G,970,                Selenomonas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
P,976,            Bacteroidota,1.62,1.85,2.18,2.51,2.77,2.65,1.42,1.55,2.27,2.46,2.12,2.17,3.14,2.94,2.73,1.39,1.83,1.72,2.57,2.98,3.32,1.51,1.51,1.87,1.51,1.54,1.81,10.55,12.3,10.91,7.07,5.84,4.23,3.01,2.89,2.3,1.96,1.97,1.85,1.48,1.37,4.75,3.98
G,978,                    Cytophaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,1007,                    Saprospira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,1013,                    Weeksella,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
G,1016,                    Capnocytophaga,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,1030,                Thiothrix,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
